listen_id,usr_ref_id,trk_ref_id,timestamp,track_id,artist_name,Genre,length_in_ms,internal_db_id,user_id,User Age Group,subscription_tier,sys_user_hash
260,8,118,2025-04-11 18:47:55,118,Artist_18,Electronic,230448,537477,8,35-44,Premium,usr_1755
261,113,135,2025-06-09 18:49:11,135,Artist_35,Rock,174098,113807,113,55+,Free,usr_7684
262,99,138,2025-01-12 23:13:31,138,Artist_38,Electronic,206900,338067,99,25-34,Free,usr_9169
263,180,109,2025-01-28 01:04:57,109,Artist_9,Pop,164811,631089,180,18-24,Premium,usr_3665
264,47,124,2025-05-16 14:12:49,124,Artist_24,Electronic,186234,818216,47,25-34,Premium,usr_5636
265,127,117,2025-01-23 15:43:35,117,Artist_17,Rock,231888,308124,127,55+,Premium,usr_2503
266,56,118,2025-04-03 22:33:02,118,Artist_18,Electronic,230448,537477,56,18-24,Free,usr_1997
267,14,135,2025-04-06 00:32:30,135,Artist_35,Rock,174098,113807,14,25-34,Free,usr_2230
268,28,109,2025-03-23 16:03:33,109,Artist_9,Pop,164811,631089,28,25-34,Free,usr_1655
269,78,132,2025-05-04 16:53:05,132,Artist_32,Jazz,179163,416837,78,45-54,Free,usr_4849
270,130,149,2025-05-23 00:24:11,149,Artist_49,Pop,272617,334677,130,55+,Free,usr_1021
271,109,104,2025-06-22 00:13:03,104,Artist_4,Hip-Hop,190640,633636,109,35-44,Free,usr_7214
272,154,146,2025-05-12 10:51:22,146,Artist_46,Electronic,121062,119870,154,18-24,Free,usr_1118
273,14,148,2025-02-25 12:47:15,148,Artist_48,Hip-Hop,209780,348683,14,25-34,Free,usr_2230
274,187,134,2025-05-22 21:00:57,134,Artist_34,Electronic,283379,128295,187,55+,Free,usr_9557
275,56,143,2025-04-26 05:43:54,143,Artist_43,Pop,238324,617923,56,18-24,Free,usr_1997
276,115,133,2025-02-08 07:09:38,133,Artist_33,Rock,171934,389106,115,18-24,Free,usr_9661
277,7,132,2025-05-23 09:49:11,132,Artist_32,Jazz,179163,416837,7,35-44,Free,usr_4825
278,3,120,2025-01-20 04:43:41,120,Artist_20,Rock,292627,383821,3,35-44,Premium,usr_1874
279,111,116,2025-06-21 13:48:16,116,Artist_16,Classical,272424,827952,111,18-24,Free,usr_6186
280,151,121,2025-05-19 03:53:06,121,Artist_21,Hip-Hop,298031,277804,151,18-24,Free,usr_8457
281,107,147,2025-06-22 13:22:20,147,Artist_47,Pop,204076,303196,107,35-44,Premium,usr_7405
282,18,136,2025-01-30 08:45:53,136,Artist_36,Electronic,125486,535564,18,55+,Premium,usr_4111
283,38,114,2025-05-16 16:46:20,114,Artist_14,Electronic,232856,313945,38,55+,Free,usr_9661
284,115,134,2025-05-27 09:27:52,134,Artist_34,Electronic,283379,128295,115,18-24,Free,usr_9661
285,15,127,2025-06-05 15:21:55,127,Artist_27,Rock,199459,905497,15,45-54,Premium,usr_8406
286,192,106,2025-02-04 12:05:30,106,Artist_6,Jazz,258429,174460,192,55+,Free,usr_9920
287,119,131,2025-01-09 12:55:33,131,Artist_31,Pop,286342,619332,119,18-24,Free,usr_3738
288,28,110,2025-05-14 18:04:30,110,Artist_10,Rock,287280,727438,28,25-34,Free,usr_1655
289,39,109,2025-03-21 05:42:06,109,Artist_9,Pop,164811,631089,39,18-24,Premium,usr_8634
290,185,108,2025-03-30 17:14:41,108,Artist_8,Pop,181476,189930,185,25-34,Premium,usr_6476
291,17,113,2025-04-14 13:38:13,113,Artist_13,Electronic,294358,254697,17,45-54,Free,usr_9933
292,86,112,2025-04-20 20:15:00,112,Artist_12,Jazz,191180,279208,86,18-24,Free,usr_3170
293,126,124,2025-01-05 15:12:39,124,Artist_24,Electronic,186234,818216,126,45-54,Free,usr_3067
294,44,101,2025-05-18 14:32:15,101,Artist_1,Pop,205999,897606,44,25-34,Free,usr_1982
295,25,134,2025-03-30 17:19:07,134,Artist_34,Electronic,283379,128295,25,18-24,Free,usr_2036
296,145,106,2025-04-19 16:50:29,106,Artist_6,Jazz,258429,174460,145,45-54,Premium,usr_8604
297,13,120,2025-02-20 04:29:49,120,Artist_20,Rock,292627,383821,13,55+,Free,usr_3618
298,25,117,2025-04-16 17:42:41,117,Artist_17,Rock,231888,308124,25,18-24,Free,usr_2036
299,68,102,2025-06-11 20:09:39,102,Artist_2,Electronic,137955,450605,68,25-34,Premium,usr_3101
300,138,141,2025-01-10 10:57:34,141,Artist_41,Electronic,262202,494540,138,25-34,Free,usr_5615
301,67,138,2025-04-13 14:25:59,138,Artist_38,Electronic,206900,338067,67,25-34,Free,usr_8423
302,109,140,2025-03-17 11:27:37,140,Artist_40,Pop,222795,792440,109,35-44,Free,usr_7214
303,146,148,2025-02-18 13:08:08,148,Artist_48,Hip-Hop,209780,348683,146,45-54,Premium,usr_6533
304,111,110,2025-01-26 09:30:06,110,Artist_10,Rock,287280,727438,111,18-24,Free,usr_6186
305,111,138,2025-01-03 10:40:43,138,Artist_38,Electronic,206900,338067,111,18-24,Free,usr_6186
306,34,123,2025-04-02 15:21:55,123,Artist_23,Rock,239180,139081,34,18-24,Free,usr_4366
307,111,145,2025-02-21 07:37:20,145,Artist_45,Rock,147192,844699,111,18-24,Free,usr_6186
308,8,118,2025-06-27 22:22:57,118,Artist_18,Electronic,230448,537477,8,35-44,Premium,usr_1755
309,168,103,2025-04-28 23:55:20,103,Artist_3,Hip-Hop,157841,989465,168,35-44,Free,usr_4998
310,113,125,2025-03-01 14:57:55,125,Artist_25,Rock,159954,455249,113,55+,Free,usr_7684
311,83,137,2025-04-01 02:27:59,137,Artist_37,Hip-Hop,259407,257504,83,55+,Premium,usr_6132
312,42,141,2025-05-23 17:20:30,141,Artist_41,Electronic,262202,494540,42,18-24,Premium,usr_6892
313,169,131,2025-01-07 12:04:29,131,Artist_31,Pop,286342,619332,169,18-24,Free,usr_8073
314,101,138,2025-02-15 03:03:18,138,Artist_38,Electronic,206900,338067,101,45-54,Free,usr_7366
315,6,144,2025-04-10 00:03:21,144,Artist_44,Jazz,180566,266981,6,25-34,Free,usr_7457
316,180,145,2025-01-18 13:27:01,145,Artist_45,Rock,147192,844699,180,18-24,Premium,usr_3665
317,26,135,2025-01-07 15:51:16,135,Artist_35,Rock,174098,113807,26,35-44,Premium,usr_7589
318,64,139,2025-06-18 14:54:49,139,Artist_39,Jazz,246020,585008,64,25-34,Free,usr_6117
319,187,136,2025-05-18 21:01:49,136,Artist_36,Electronic,125486,535564,187,55+,Free,usr_9557
320,184,132,2025-03-02 10:54:44,132,Artist_32,Jazz,179163,416837,184,25-34,Free,usr_8467
321,59,135,2025-04-12 20:02:42,135,Artist_35,Rock,174098,113807,59,45-54,Premium,usr_3043
322,109,102,2025-01-26 12:54:00,102,Artist_2,Electronic,137955,450605,109,35-44,Free,usr_7214
323,198,108,2025-01-22 15:34:35,108,Artist_8,Pop,181476,189930,198,18-24,Premium,usr_5062
324,121,107,2025-06-21 05:31:50,107,Artist_7,Hip-Hop,283551,464778,121,25-34,Free,usr_9472
325,33,132,2025-02-27 04:54:55,132,Artist_32,Jazz,179163,416837,33,45-54,Free,usr_6170
326,181,105,2025-02-04 09:40:07,105,Artist_5,Electronic,285983,138102,181,18-24,Free,usr_7852
327,150,140,2025-01-06 08:04:24,140,Artist_40,Pop,222795,792440,150,45-54,Premium,usr_7777
328,21,138,2025-06-13 10:08:33,138,Artist_38,Electronic,206900,338067,21,25-34,Free,usr_5554
329,198,103,2025-02-28 15:55:06,103,Artist_3,Hip-Hop,157841,989465,198,18-24,Premium,usr_5062
330,70,112,2025-02-13 02:25:14,112,Artist_12,Jazz,191180,279208,70,45-54,Free,usr_8092
331,112,148,2025-04-06 05:57:37,148,Artist_48,Hip-Hop,209780,348683,112,35-44,Free,usr_7097
332,4,101,2025-06-27 13:34:58,101,Artist_1,Pop,205999,897606,4,55+,Premium,usr_1703
333,94,104,2025-01-23 14:02:24,104,Artist_4,Hip-Hop,190640,633636,94,35-44,Free,usr_1120
334,75,143,2025-03-02 10:10:39,143,Artist_43,Pop,238324,617923,75,55+,Free,usr_5856
335,190,126,2025-03-11 00:13:39,126,Artist_26,Rock,298352,319930,190,35-44,Free,usr_5420
336,62,131,2025-04-30 06:39:49,131,Artist_31,Pop,286342,619332,62,45-54,Free,usr_1695
337,94,120,2025-05-28 12:21:16,120,Artist_20,Rock,292627,383821,94,35-44,Free,usr_1120
338,95,107,2025-01-11 13:26:29,107,Artist_7,Hip-Hop,283551,464778,95,18-24,Free,usr_1028
339,152,137,2025-03-17 19:13:27,137,Artist_37,Hip-Hop,259407,257504,152,18-24,Free,usr_8725
340,55,107,2025-06-22 01:13:57,107,Artist_7,Hip-Hop,283551,464778,55,35-44,Free,usr_8276
341,137,149,2025-04-19 06:37:00,149,Artist_49,Pop,272617,334677,137,45-54,Premium,usr_4898
342,131,102,2025-06-13 22:38:13,102,Artist_2,Electronic,137955,450605,131,35-44,Free,usr_4710
343,31,143,2025-01-11 16:41:57,143,Artist_43,Pop,238324,617923,31,35-44,Free,usr_2835
344,40,102,2025-06-08 17:33:31,102,Artist_2,Electronic,137955,450605,40,25-34,Premium,usr_2733
345,36,121,2025-04-23 15:05:03,121,Artist_21,Hip-Hop,298031,277804,36,55+,Premium,usr_9924
346,152,105,2025-05-01 13:33:06,105,Artist_5,Electronic,285983,138102,152,18-24,Free,usr_8725
347,6,101,2025-01-09 23:07:24,101,Artist_1,Pop,205999,897606,6,25-34,Free,usr_7457
348,66,122,2025-06-02 18:05:47,122,Artist_22,Pop,251800,805703,66,45-54,Premium,usr_1811
349,75,143,2025-03-31 13:45:04,143,Artist_43,Pop,238324,617923,75,55+,Free,usr_5856
350,4,101,2025-01-27 11:56:41,101,Artist_1,Pop,205999,897606,4,55+,Premium,usr_1703
351,79,137,2025-02-28 21:04:37,137,Artist_37,Hip-Hop,259407,257504,79,45-54,Premium,usr_2751
352,134,116,2025-04-04 02:07:12,116,Artist_16,Classical,272424,827952,134,55+,Free,usr_3456
353,118,134,2025-02-27 09:56:22,134,Artist_34,Electronic,283379,128295,118,35-44,Free,usr_1145
354,113,133,2025-02-21 06:39:55,133,Artist_33,Rock,171934,389106,113,55+,Free,usr_7684
355,94,122,2025-05-24 15:07:05,122,Artist_22,Pop,251800,805703,94,35-44,Free,usr_1120
356,179,129,2025-02-10 23:56:52,129,Artist_29,Rock,275538,314532,179,55+,Premium,usr_2245
357,62,107,2025-03-21 15:31:41,107,Artist_7,Hip-Hop,283551,464778,62,45-54,Free,usr_1695
358,185,121,2025-02-28 05:46:36,121,Artist_21,Hip-Hop,298031,277804,185,25-34,Premium,usr_6476
359,194,143,2025-03-20 22:13:46,143,Artist_43,Pop,238324,617923,194,25-34,Premium,usr_9614
360,79,135,2025-03-01 17:53:49,135,Artist_35,Rock,174098,113807,79,45-54,Premium,usr_2751
361,136,104,2025-01-31 06:02:11,104,Artist_4,Hip-Hop,190640,633636,136,35-44,Free,usr_2786
362,26,112,2025-06-05 22:20:45,112,Artist_12,Jazz,191180,279208,26,35-44,Premium,usr_7589
363,179,128,2025-06-15 00:54:10,128,Artist_28,Classical,267851,617313,179,55+,Premium,usr_2245
364,173,130,2025-05-04 19:46:47,130,Artist_30,Hip-Hop,288011,712380,173,25-34,Free,usr_6438
365,44,146,2025-01-30 15:08:00,146,Artist_46,Electronic,121062,119870,44,25-34,Free,usr_1982
366,133,115,2025-04-01 10:04:31,115,Artist_15,Jazz,188450,331915,133,45-54,Free,usr_2037
367,70,141,2025-05-15 14:46:56,141,Artist_41,Electronic,262202,494540,70,45-54,Free,usr_8092
368,154,129,2025-03-10 08:20:18,129,Artist_29,Rock,275538,314532,154,18-24,Free,usr_1118
369,118,115,2025-05-18 05:31:23,115,Artist_15,Jazz,188450,331915,118,35-44,Free,usr_1145
370,68,111,2025-05-14 05:52:23,111,Artist_11,Hip-Hop,271222,827627,68,25-34,Premium,usr_3101
371,19,116,2025-01-18 21:17:22,116,Artist_16,Classical,272424,827952,19,18-24,Free,usr_2181
372,20,115,2025-03-31 20:00:34,115,Artist_15,Jazz,188450,331915,20,45-54,Premium,usr_9604
373,113,111,2025-05-09 18:13:17,111,Artist_11,Hip-Hop,271222,827627,113,55+,Free,usr_7684
374,140,107,2025-05-26 01:39:56,107,Artist_7,Hip-Hop,283551,464778,140,55+,Free,usr_7267
375,47,119,2025-04-13 22:56:38,119,Artist_19,Hip-Hop,134397,625830,47,25-34,Premium,usr_5636
376,1,102,2025-04-18 01:02:57,102,Artist_2,Electronic,137955,450605,1,45-54,Premium,usr_1392
377,90,115,2025-04-17 17:08:22,115,Artist_15,Jazz,188450,331915,90,35-44,Free,usr_5324
378,142,129,2025-05-25 21:59:49,129,Artist_29,Rock,275538,314532,142,55+,Free,usr_8138
379,64,144,2025-04-18 18:58:48,144,Artist_44,Jazz,180566,266981,64,25-34,Free,usr_6117
380,38,122,2025-05-16 13:23:38,122,Artist_22,Pop,251800,805703,38,55+,Free,usr_9661
381,37,127,2025-02-01 04:42:45,127,Artist_27,Rock,199459,905497,37,35-44,Premium,usr_8906
382,126,139,2025-03-26 15:08:44,139,Artist_39,Jazz,246020,585008,126,45-54,Free,usr_3067
383,139,104,2025-05-21 17:42:25,104,Artist_4,Hip-Hop,190640,633636,139,25-34,Premium,usr_7260
384,100,119,2025-03-14 12:06:05,119,Artist_19,Hip-Hop,134397,625830,100,18-24,Free,usr_8738
385,77,139,2025-03-13 16:50:19,139,Artist_39,Jazz,246020,585008,77,18-24,Premium,usr_9358
386,3,143,2025-05-02 18:21:45,143,Artist_43,Pop,238324,617923,3,35-44,Premium,usr_1874
387,161,100,2025-03-30 05:30:09,100,Artist_0,Pop,203042,645977,161,35-44,Free,usr_5577
388,134,129,2025-02-08 02:13:29,129,Artist_29,Rock,275538,314532,134,55+,Free,usr_3456
389,178,120,2025-04-01 12:04:11,120,Artist_20,Rock,292627,383821,178,18-24,Free,usr_7472
390,10,119,2025-01-10 09:06:55,119,Artist_19,Hip-Hop,134397,625830,10,55+,Free,usr_7265
391,5,105,2025-05-31 03:45:49,105,Artist_5,Electronic,285983,138102,5,55+,Free,usr_3886
392,151,121,2025-05-04 21:59:28,121,Artist_21,Hip-Hop,298031,277804,151,18-24,Free,usr_8457
393,138,117,2025-02-06 14:08:53,117,Artist_17,Rock,231888,308124,138,25-34,Free,usr_5615
394,172,107,2025-03-24 21:09:06,107,Artist_7,Hip-Hop,283551,464778,172,18-24,Free,usr_2024
395,130,138,2025-02-25 10:56:06,138,Artist_38,Electronic,206900,338067,130,55+,Free,usr_1021
396,13,131,2025-06-10 20:41:53,131,Artist_31,Pop,286342,619332,13,55+,Free,usr_3618
397,168,132,2025-05-13 09:18:08,132,Artist_32,Jazz,179163,416837,168,35-44,Free,usr_4998
398,130,115,2025-03-02 05:43:10,115,Artist_15,Jazz,188450,331915,130,55+,Free,usr_1021
399,84,111,2025-01-07 08:41:52,111,Artist_11,Hip-Hop,271222,827627,84,55+,Premium,usr_7355
400,65,137,2025-04-20 22:08:43,137,Artist_37,Hip-Hop,259407,257504,65,25-34,Free,usr_1471
401,63,133,2025-01-07 11:30:32,133,Artist_33,Rock,171934,389106,63,55+,Free,usr_5972
402,101,113,2025-04-27 08:58:10,113,Artist_13,Electronic,294358,254697,101,45-54,Free,usr_7366
403,73,135,2025-03-15 04:28:00,135,Artist_35,Rock,174098,113807,73,55+,Premium,usr_8950
404,17,132,2025-03-31 07:00:43,132,Artist_32,Jazz,179163,416837,17,45-54,Free,usr_9933
405,9,122,2025-06-19 04:27:41,122,Artist_22,Pop,251800,805703,9,35-44,Free,usr_8207
406,143,149,2025-03-29 12:53:12,149,Artist_49,Pop,272617,334677,143,45-54,Free,usr_5054
407,152,144,2025-02-27 04:42:03,144,Artist_44,Jazz,180566,266981,152,18-24,Free,usr_8725
408,38,101,2025-04-30 12:23:33,101,Artist_1,Pop,205999,897606,38,55+,Free,usr_9661
409,163,140,2025-01-20 12:35:18,140,Artist_40,Pop,222795,792440,163,55+,Free,usr_3496
410,94,120,2025-03-21 13:06:09,120,Artist_20,Rock,292627,383821,94,35-44,Free,usr_1120
411,95,101,2025-04-12 22:02:23,101,Artist_1,Pop,205999,897606,95,18-24,Free,usr_1028
412,49,126,2025-01-07 16:37:21,126,Artist_26,Rock,298352,319930,49,25-34,Free,usr_4520
413,69,108,2025-06-15 15:04:13,108,Artist_8,Pop,181476,189930,69,45-54,Free,usr_7933
414,62,100,2025-04-01 08:43:04,100,Artist_0,Pop,203042,645977,62,45-54,Free,usr_1695
415,188,110,2025-06-11 13:31:25,110,Artist_10,Rock,287280,727438,188,18-24,Free,usr_3666
416,178,102,2025-03-05 21:47:34,102,Artist_2,Electronic,137955,450605,178,18-24,Free,usr_7472
417,78,122,2025-03-06 08:27:42,122,Artist_22,Pop,251800,805703,78,45-54,Free,usr_4849
418,117,125,2025-05-28 00:38:37,125,Artist_25,Rock,159954,455249,117,25-34,Free,usr_7930
419,120,103,2025-03-08 22:25:59,103,Artist_3,Hip-Hop,157841,989465,120,25-34,Premium,usr_1888
420,137,117,2025-06-07 16:06:43,117,Artist_17,Rock,231888,308124,137,45-54,Premium,usr_4898
421,162,105,2025-01-25 18:48:54,105,Artist_5,Electronic,285983,138102,162,18-24,Premium,usr_8989
422,76,134,2025-05-08 08:09:32,134,Artist_34,Electronic,283379,128295,76,25-34,Free,usr_4531
423,35,121,2025-06-26 05:55:15,121,Artist_21,Hip-Hop,298031,277804,35,35-44,Premium,usr_1732
424,1,142,2025-06-20 08:22:44,142,Artist_42,Electronic,207508,977699,1,45-54,Premium,usr_1392
425,40,114,2025-01-05 03:19:14,114,Artist_14,Electronic,232856,313945,40,25-34,Premium,usr_2733
426,64,121,2025-04-08 12:18:50,121,Artist_21,Hip-Hop,298031,277804,64,25-34,Free,usr_6117
427,150,136,2025-01-28 07:37:31,136,Artist_36,Electronic,125486,535564,150,45-54,Premium,usr_7777
428,60,141,2025-01-25 05:48:44,141,Artist_41,Electronic,262202,494540,60,25-34,Free,usr_1485
429,64,111,2025-04-30 04:09:24,111,Artist_11,Hip-Hop,271222,827627,64,25-34,Free,usr_6117
430,93,146,2025-02-12 07:29:11,146,Artist_46,Electronic,121062,119870,93,35-44,Free,usr_6302
431,72,148,2025-01-04 22:46:55,148,Artist_48,Hip-Hop,209780,348683,72,55+,Free,usr_1558
432,11,141,2025-01-31 01:02:21,141,Artist_41,Electronic,262202,494540,11,45-54,Premium,usr_4261
433,105,137,2025-03-28 22:56:06,137,Artist_37,Hip-Hop,259407,257504,105,18-24,Premium,usr_8813
434,14,117,2025-04-12 03:34:17,117,Artist_17,Rock,231888,308124,14,25-34,Free,usr_2230
435,60,144,2025-01-06 05:24:23,144,Artist_44,Jazz,180566,266981,60,25-34,Free,usr_1485
436,30,134,2025-03-09 05:35:00,134,Artist_34,Electronic,283379,128295,30,45-54,Premium,usr_8898
437,35,129,2025-04-24 19:26:29,129,Artist_29,Rock,275538,314532,35,35-44,Premium,usr_1732
438,165,123,2025-02-27 05:50:25,123,Artist_23,Rock,239180,139081,165,35-44,Free,usr_1403
439,5,141,2025-04-17 19:34:17,141,Artist_41,Electronic,262202,494540,5,55+,Free,usr_3886
440,83,129,2025-06-25 21:14:43,129,Artist_29,Rock,275538,314532,83,55+,Premium,usr_6132
441,123,113,2025-02-21 01:43:07,113,Artist_13,Electronic,294358,254697,123,55+,Free,usr_6487
442,78,105,2025-03-08 19:00:46,105,Artist_5,Electronic,285983,138102,78,45-54,Free,usr_4849
443,154,102,2025-06-29 06:06:05,102,Artist_2,Electronic,137955,450605,154,18-24,Free,usr_1118
444,62,115,2025-04-24 19:26:09,115,Artist_15,Jazz,188450,331915,62,45-54,Free,usr_1695
445,132,106,2025-02-10 10:52:49,106,Artist_6,Jazz,258429,174460,132,55+,Free,usr_3383
446,89,113,2025-02-07 04:59:55,113,Artist_13,Electronic,294358,254697,89,45-54,Free,usr_8108
447,42,108,2025-04-13 14:41:19,108,Artist_8,Pop,181476,189930,42,18-24,Premium,usr_6892
448,89,114,2025-05-18 00:22:36,114,Artist_14,Electronic,232856,313945,89,45-54,Free,usr_8108
449,146,120,2025-05-10 22:43:18,120,Artist_20,Rock,292627,383821,146,45-54,Premium,usr_6533
450,40,134,2025-03-27 04:58:29,134,Artist_34,Electronic,283379,128295,40,25-34,Premium,usr_2733
451,72,101,2025-03-10 20:30:05,101,Artist_1,Pop,205999,897606,72,55+,Free,usr_1558
452,39,126,2025-06-19 19:52:54,126,Artist_26,Rock,298352,319930,39,18-24,Premium,usr_8634
453,104,101,2025-01-22 17:18:16,101,Artist_1,Pop,205999,897606,104,25-34,Free,usr_6320
454,14,134,2025-05-11 12:48:58,134,Artist_34,Electronic,283379,128295,14,25-34,Free,usr_2230
455,32,117,2025-02-18 07:22:20,117,Artist_17,Rock,231888,308124,32,45-54,Premium,usr_1040
456,179,113,2025-05-13 13:56:24,113,Artist_13,Electronic,294358,254697,179,55+,Premium,usr_2245
457,125,119,2025-04-08 12:29:54,119,Artist_19,Hip-Hop,134397,625830,125,18-24,Free,usr_3786
458,166,117,2025-06-08 19:49:51,117,Artist_17,Rock,231888,308124,166,25-34,Free,usr_7985
459,97,109,2025-02-12 06:36:48,109,Artist_9,Pop,164811,631089,97,55+,Premium,usr_1639
460,23,124,2025-05-21 15:18:35,124,Artist_24,Electronic,186234,818216,23,45-54,Free,usr_7763
461,63,101,2025-05-30 05:00:54,101,Artist_1,Pop,205999,897606,63,55+,Free,usr_5972
462,143,124,2025-01-20 20:32:27,124,Artist_24,Electronic,186234,818216,143,45-54,Free,usr_5054
463,153,132,2025-03-31 15:33:47,132,Artist_32,Jazz,179163,416837,153,18-24,Free,usr_4524
464,145,135,2025-04-06 03:58:19,135,Artist_35,Rock,174098,113807,145,45-54,Premium,usr_8604
465,194,130,2025-02-25 15:27:20,130,Artist_30,Hip-Hop,288011,712380,194,25-34,Premium,usr_9614
466,53,113,2025-02-20 05:53:43,113,Artist_13,Electronic,294358,254697,53,45-54,Free,usr_7712
467,104,100,2025-02-22 11:27:58,100,Artist_0,Pop,203042,645977,104,25-34,Free,usr_6320
468,104,145,2025-05-12 03:02:38,145,Artist_45,Rock,147192,844699,104,25-34,Free,usr_6320
469,179,115,2025-04-21 14:56:25,115,Artist_15,Jazz,188450,331915,179,55+,Premium,usr_2245
470,39,145,2025-01-03 13:50:55,145,Artist_45,Rock,147192,844699,39,18-24,Premium,usr_8634
471,179,102,2025-03-13 14:46:55,102,Artist_2,Electronic,137955,450605,179,55+,Premium,usr_2245
472,198,134,2025-06-26 03:53:21,134,Artist_34,Electronic,283379,128295,198,18-24,Premium,usr_5062
473,134,140,2025-01-10 03:23:36,140,Artist_40,Pop,222795,792440,134,55+,Free,usr_3456
474,67,105,2025-04-23 09:38:37,105,Artist_5,Electronic,285983,138102,67,25-34,Free,usr_8423
475,135,124,2025-01-22 22:47:37,124,Artist_24,Electronic,186234,818216,135,35-44,Premium,usr_5057
476,179,112,2025-03-18 06:47:28,112,Artist_12,Jazz,191180,279208,179,55+,Premium,usr_2245
477,200,133,2025-05-30 14:23:27,133,Artist_33,Rock,171934,389106,200,45-54,Free,usr_5484
478,42,107,2025-06-10 02:28:13,107,Artist_7,Hip-Hop,283551,464778,42,18-24,Premium,usr_6892
479,192,120,2025-02-26 20:32:35,120,Artist_20,Rock,292627,383821,192,55+,Free,usr_9920
480,15,133,2025-04-12 18:18:45,133,Artist_33,Rock,171934,389106,15,45-54,Premium,usr_8406
481,111,103,2025-05-01 11:13:35,103,Artist_3,Hip-Hop,157841,989465,111,18-24,Free,usr_6186
482,157,124,2025-05-14 17:48:56,124,Artist_24,Electronic,186234,818216,157,45-54,Premium,usr_5451
483,33,114,2025-04-19 22:21:01,114,Artist_14,Electronic,232856,313945,33,45-54,Free,usr_6170
484,155,103,2025-04-12 02:51:31,103,Artist_3,Hip-Hop,157841,989465,155,35-44,Free,usr_8322
485,164,144,2025-03-20 22:03:35,144,Artist_44,Jazz,180566,266981,164,18-24,Free,usr_2539
486,157,111,2025-02-28 04:22:29,111,Artist_11,Hip-Hop,271222,827627,157,45-54,Premium,usr_5451
487,38,131,2025-02-10 12:09:00,131,Artist_31,Pop,286342,619332,38,55+,Free,usr_9661
488,185,131,2025-01-09 15:21:53,131,Artist_31,Pop,286342,619332,185,25-34,Premium,usr_6476
489,97,127,2025-06-01 13:46:23,127,Artist_27,Rock,199459,905497,97,55+,Premium,usr_1639
490,155,112,2025-05-07 11:54:02,112,Artist_12,Jazz,191180,279208,155,35-44,Free,usr_8322
491,183,130,2025-01-19 07:05:54,130,Artist_30,Hip-Hop,288011,712380,183,18-24,Free,usr_3839
492,33,113,2025-04-13 00:06:35,113,Artist_13,Electronic,294358,254697,33,45-54,Free,usr_6170
493,196,119,2025-04-13 08:48:18,119,Artist_19,Hip-Hop,134397,625830,196,35-44,Premium,usr_3510
494,86,117,2025-05-10 16:52:19,117,Artist_17,Rock,231888,308124,86,18-24,Free,usr_3170
495,66,128,2025-04-15 05:36:08,128,Artist_28,Classical,267851,617313,66,45-54,Premium,usr_1811
496,10,105,2025-05-02 18:18:20,105,Artist_5,Electronic,285983,138102,10,55+,Free,usr_7265
497,5,131,2025-02-16 06:36:15,131,Artist_31,Pop,286342,619332,5,55+,Free,usr_3886
498,123,128,2025-03-18 19:56:35,128,Artist_28,Classical,267851,617313,123,55+,Free,usr_6487
499,74,142,2025-02-27 03:05:07,142,Artist_42,Electronic,207508,977699,74,25-34,Free,usr_6909
500,97,101,2025-03-14 08:08:37,101,Artist_1,Pop,205999,897606,97,55+,Premium,usr_1639
501,118,122,2025-06-17 09:08:06,122,Artist_22,Pop,251800,805703,118,35-44,Free,usr_1145
502,38,118,2025-05-08 12:06:53,118,Artist_18,Electronic,230448,537477,38,55+,Free,usr_9661
503,141,130,2025-05-06 01:19:05,130,Artist_30,Hip-Hop,288011,712380,141,18-24,Free,usr_6350
504,159,104,2025-03-01 06:25:31,104,Artist_4,Hip-Hop,190640,633636,159,18-24,Free,usr_7631
505,47,118,2025-03-02 13:04:39,118,Artist_18,Electronic,230448,537477,47,25-34,Premium,usr_5636
506,109,133,2025-04-14 17:24:37,133,Artist_33,Rock,171934,389106,109,35-44,Free,usr_7214
507,180,109,2025-05-21 12:52:13,109,Artist_9,Pop,164811,631089,180,18-24,Premium,usr_3665
508,184,124,2025-05-31 14:30:50,124,Artist_24,Electronic,186234,818216,184,25-34,Free,usr_8467
509,15,101,2025-03-29 16:04:31,101,Artist_1,Pop,205999,897606,15,45-54,Premium,usr_8406
510,157,110,2025-03-25 23:27:21,110,Artist_10,Rock,287280,727438,157,45-54,Premium,usr_5451
511,136,149,2025-06-16 13:27:58,149,Artist_49,Pop,272617,334677,136,35-44,Free,usr_2786
512,5,130,2025-04-04 17:33:44,130,Artist_30,Hip-Hop,288011,712380,5,55+,Free,usr_3886
513,157,114,2025-03-27 19:14:43,114,Artist_14,Electronic,232856,313945,157,45-54,Premium,usr_5451
514,47,108,2025-01-13 10:13:48,108,Artist_8,Pop,181476,189930,47,25-34,Premium,usr_5636
515,68,122,2025-04-16 00:32:48,122,Artist_22,Pop,251800,805703,68,25-34,Premium,usr_3101
516,76,118,2025-02-24 11:20:24,118,Artist_18,Electronic,230448,537477,76,25-34,Free,usr_4531
517,173,108,2025-04-20 22:16:17,108,Artist_8,Pop,181476,189930,173,25-34,Free,usr_6438
518,130,134,2025-05-23 01:30:47,134,Artist_34,Electronic,283379,128295,130,55+,Free,usr_1021
519,155,120,2025-03-12 12:04:18,120,Artist_20,Rock,292627,383821,155,35-44,Free,usr_8322
520,95,108,2025-04-07 12:38:22,108,Artist_8,Pop,181476,189930,95,18-24,Free,usr_1028
